time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-12-04T11:13:56.180Z,29.234,130.461,36.9,4.7,mwr,52,128,,0.91,us,usp000e5gu,2014-11-07T01:27:50.671Z,"110 km S of Yudomari, Japan",earthquake,,6.3,,,reviewed,us,nied
2005-12-04T11:11:57.610Z,29.373,130.355,43,4.2,mb,12,145.1,,0.78,us,usp000e5gt,2014-11-07T01:27:50.669Z,"96 km S of Yudomari, Japan",earthquake,,11.6,,1,reviewed,us,us
2005-12-04T10:46:43.420Z,29.309,130.505,44.8,4.3,mwr,33,128.1,,0.76,us,usp000e5gr,2014-11-07T01:27:50.655Z,"102 km S of Yudomari, Japan",earthquake,,7,,,reviewed,us,nied
2005-12-04T10:23:19.740Z,29.375,130.372,27.3,5,mwc,219,75.1,,0.9,us,usp000e5gp,2016-11-10T01:15:19.501Z,"95 km S of Yudomari, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T10:15:26.630Z,29.362,130.464,47.7,4.8,mwc,75,112.5,,0.95,us,usp000e5gn,2016-11-10T01:15:19.029Z,"96 km S of Yudomari, Japan",earthquake,,,,,reviewed,us,hrv
2005-12-04T10:11:37.140Z,29.279,130.461,43.4,4,mb,12,135.2,,0.49,us,usp000e5gk,2014-11-07T01:27:50.605Z,"105 km S of Yudomari, Japan",earthquake,,8.8,,1,reviewed,us,us
2005-12-04T10:03:27.400Z,29.326,130.474,40.5,4.7,mwc,42,94.6,,0.73,us,usp000e5gj,2016-11-10T01:15:18.529Z,"100 km S of Yudomari, Japan",earthquake,,6.2,,,reviewed,us,hrv
2005-12-04T08:54:44.140Z,29.196,130.528,36.9,4.7,mwc,41,113.8,,0.91,us,usp000e5ge,2016-11-10T01:15:18.019Z,"115 km S of Koshima, Japan",earthquake,,6.6,,,reviewed,us,hrv
2005-12-04T04:37:50.670Z,42.28,144.427,58.8,4.4,mb,27,166.1,,0.39,us,usp000e5g2,2014-11-07T01:27:50.458Z,"77 km S of Kushiro, Japan",earthquake,,7.1,,7,reviewed,us,us
2005-12-04T00:44:28.790Z,29.048,130.491,10,3.9,mb,8,136.2,,1.19,us,usp000e5fp,2014-11-07T01:27:50.319Z,"124 km NE of Naze, Japan",earthquake,,,,1,reviewed,us,us
2005-12-03T22:32:41.450Z,44.698,152.106,35,4.4,mb,14,161.3,,1.04,us,usp000e5ff,2014-11-07T01:27:50.117Z,"east of the Kuril Islands",earthquake,,0,,4,reviewed,us,us
2005-12-03T22:27:32.580Z,29.228,130.54,58.3,4.3,mb,19,135.8,,0.83,us,usp000e5fe,2014-11-07T01:27:50.112Z,"111 km S of Koshima, Japan",earthquake,,10.1,,6,reviewed,us,us
2005-12-03T21:37:12.360Z,29.206,130.475,53,4.4,mwr,28,135.5,,0.76,us,usp000e5fb,2014-11-07T01:27:50.087Z,"114 km S of Yudomari, Japan",earthquake,,8.3,,,reviewed,us,nied
2005-12-03T18:24:56.790Z,33.619,137.296,357.6,3.5,mb,16,140.4,,0.84,us,usp000e5ey,2014-11-07T01:27:50.003Z,"104 km SSE of Toba, Japan",earthquake,,6.1,,1,reviewed,us,us
